code_module,code_presentation,id_student,date_registration,date_unregistration
AAA,2013J,311917,-121,
AAA,2013J,312537,-79,
AAA,2013J,312782,-59,
AAA,2013J,318933,-100,
AAA,2013J,319047,-47,
AAA,2013J,321942,-67,
AAA,2013J,324002,-32,
AAA,2013J,324084,-165,
AAA,2013J,324282,-32,
AAA,2013J,332789,-64,
AAA,2013J,333059,-103,
AAA,2013J,333323,-53,
AAA,2013J,334259,-32,
AAA,2013J,336207,-110,
AAA,2013J,339972,-57,
AAA,2013J,341872,48,
AAA,2013J,342514,-81,
AAA,2013J,342972,-60,
AAA,2013J,343446,-49,
AAA,2013J,344282,-12,
AAA,2013J,345068,-37,
AAA,2013J,345357,-18,
AAA,2013J,346025,-75,
AAA,2013J,346843,-44,
AAA,2013J,350188,-49,
AAA,2013J,357668,-38,
AAA,2013J,364177,-129,
AAA,2013J,365244,-38,
AAA,2013J,365642,-52,
AAA,2013J,366483,-4,
AAA,2013J,368194,-123,
AAA,2013J,368824,-60,
AAA,2013J,368963,-19,
AAA,2013J,376439,-87,
AAA,2013J,376581,-64,
AAA,2013J,380953,-155,
AAA,2013J,383254,-61,
AAA,2013J,386924,-192,
AAA,2013J,386952,-38,
AAA,2013J,388722,-179,
AAA,2013J,388885,-185,
AAA,2013J,392756,-58,
AAA,2013J,392931,-54,
AAA,2013J,393207,-38,
AAA,2013J,396872,-23,
AAA,2013J,398552,-57,
AAA,2013J,401869,-53,
AAA,2013J,402470,-130,
AAA,2013J,404804,-129,
AAA,2013J,405088,-67,
AAA,2013J,414117,-73,
AAA,2013J,420087,-15,
AAA,2013J,429958,-58,
AAA,2013J,441018,-52,
AAA,2013J,441888,-53,
AAA,2013J,444677,-38,
AAA,2013J,489455,-120,
AAA,2013J,494424,-38,
AAA,2013J,495284,-29,
AAA,2013J,498857,-16,
AAA,2013J,508818,-156,
AAA,2013J,512460,-32,
AAA,2013J,544103,-127,
AAA,2013J,550383,-51,
AAA,2013J,564450,-43,
AAA,2013J,572652,-158,
AAA,2013J,580389,-22,
AAA,2013J,581129,-38,
AAA,2013J,588775,-17,
AAA,2013J,591774,-46,
AAA,2013J,606143,-43,
AAA,2013J,704156,-29,
AAA,2013J,705379,-57,
AAA,2013J,749412,-138,
AAA,2013J,760729,-67,
AAA,2013J,905042,-91,
AAA,2013J,949618,-59,
AAA,2013J,958987,-67,
AAA,2013J,968578,-170,
AAA,2013J,971027,-62,
AAA,2013J,978739,-108,
AAA,2013J,1035023,-87,
AAA,2013J,1105478,-144,
AAA,2013J,1401935,-35,
AAA,2013J,1402638,-195,
AAA,2013J,1414443,-169,
AAA,2013J,1465690,-38,
AAA,2013J,1472925,20,
AAA,2013J,1488959,-30,
AAA,2013J,1518989,-102,
AAA,2013J,1618738,-95,
AAA,2013J,1620151,-95,
AAA,2013J,1626710,-195,
AAA,2013J,1640609,-191,
AAA,2013J,1729319,-106,
AAA,2013J,1746134,-30,
AAA,2013J,1765788,-43,
AAA,2013J,1801229,-106,
AAA,2013J,1801641,-32,
AAA,2013J,1847830,-164,
AAA,2013J,1860318,-53,
AAA,2013J,1889511,-42,
AAA,2013J,1889577,-81,
AAA,2013J,1894188,-57,
AAA,2013J,1938355,-102,
AAA,2013J,1942396,-29,
AAA,2013J,1976139,-195,
AAA,2013J,2011876,-32,
AAA,2013J,2012966,-102,
AAA,2013J,2051699,-137,
AAA,2013J,2062879,-74,
AAA,2013J,2080474,-123,
AAA,2013J,2083877,-45,
AAA,2013J,2084066,-148,
AAA,2013J,2104505,-65,
AAA,2013J,2122180,-35,
AAA,2013J,2143752,-46,
AAA,2013J,2146792,-59,
AAA,2013J,2153153,-49,
AAA,2013J,2155014,-32,
AAA,2013J,2164705,-43,
AAA,2013J,2171627,-50,
AAA,2013J,2182846,-113,
AAA,2013J,2194100,-108,
AAA,2013J,2197016,-35,
AAA,2013J,2208424,-66,
AAA,2013J,2229865,-116,
AAA,2013J,2268379,-74,
AAA,2013J,2278464,-129,
AAA,2013J,2293923,-85,
AAA,2013J,2329342,-56,
AAA,2013J,2339528,-57,
AAA,2013J,2342426,-38,
AAA,2013J,2344901,-24,
AAA,2013J,2358056,-102,
AAA,2013J,2364471,-80,
AAA,2013J,2367155,-22,
AAA,2013J,2369266,-94,
AAA,2013J,2376496,-185,
AAA,2013J,2411661,-17,
AAA,2013J,2412002,-38,
AAA,2013J,2412967,-73,
AAA,2013J,2437837,-53,
AAA,2013J,2449878,-32,
AAA,2013J,2456480,-71,
AAA,2013J,2457256,-50,
AAA,2013J,2458355,-81,
AAA,2013J,2460080,-52,
AAA,2013J,2461190,-11,
AAA,2013J,2469673,-22,
AAA,2013J,2479954,-46,
AAA,2013J,2481901,-195,
AAA,2013J,2482700,-59,
AAA,2013J,2486127,-144,
AAA,2013J,2498700,-43,
AAA,2013J,2516503,-65,
AAA,2013J,2518069,-105,
AAA,2013J,2521459,-158,
AAA,2013J,2523736,-46,
AAA,2013J,2529279,-67,
AAA,2013J,2532302,-65,
AAA,2013J,2536991,-87,
AAA,2013J,2550279,-153,
AAA,2013J,2551220,-94,
AAA,2013J,2555340,-67,
AAA,2013J,2557283,-80,
AAA,2013J,2559575,-31,
AAA,2013J,2562034,-30,
AAA,2013J,2566163,-91,
AAA,2013J,2566592,-35,
AAA,2013J,2574528,-16,
AAA,2013J,2574583,-63,
AAA,2013J,2578995,-62,
AAA,2013J,2586560,-94,
AAA,2013J,2594139,-74,
AAA,2013J,2598871,-128,
AAA,2013J,2599352,-106,
AAA,2013J,2600688,-165,
AAA,2013J,2606098,-102,
AAA,2013J,2613116,-63,
AAA,2013J,2617002,-46,
AAA,2013J,2620584,-109,
AAA,2013J,2639449,-127,
AAA,2013J,2639540,-38,
AAA,2013J,2639641,-48,
AAA,2013J,2641155,-71,
AAA,2013J,2643002,-52,
AAA,2013J,2645733,-100,
AAA,2013J,2649826,-144,
AAA,2013J,2650282,-29,
AAA,2013J,2664024,-31,
AAA,2013J,2666246,-43,
AAA,2013J,2669816,-58,
AAA,2013J,2671132,-38,
AAA,2013J,2676809,-31,
AAA,2013J,2678643,-25,
AAA,2013J,2685865,-101,
AAA,2013J,2688067,-31,
AAA,2013J,2689958,-71,
AAA,2013J,2691206,-109,
AAA,2013J,2691244,-87,
AAA,2013J,2694424,-170,
AAA,2013J,2698257,-58,
AAA,2014J,6516,-52,
AAA,2014J,24734,-18,
AAA,2014J,26192,-38,
AAA,2014J,28061,-130,
AAA,2014J,31600,-52,
AAA,2014J,46844,-74,
AAA,2014J,52765,-22,
AAA,2014J,55104,-87,
AAA,2014J,58071,-72,
AAA,2014J,58316,-80,
AAA,2014J,62487,-50,
AAA,2014J,63165,-82,
AAA,2014J,65002,-144,
AAA,2014J,70011,-78,
AAA,2014J,75255,-58,
AAA,2014J,85092,-52,
AAA,2014J,85144,-41,
AAA,2014J,85302,-72,
AAA,2014J,94961,-150,
AAA,2014J,101116,-80,
AAA,2014J,107489,-81,
AAA,2014J,108872,-80,
AAA,2014J,109155,-80,
AAA,2014J,111512,-16,
AAA,2014J,117818,-92,
AAA,2014J,121349,-28,
AAA,2014J,124064,-44,
AAA,2014J,125018,-36,
AAA,2014J,130034,-82,
AAA,2014J,130547,-25,
AAA,2014J,130636,-68,
AAA,2014J,131390,-115,
AAA,2014J,133816,-15,
AAA,2014J,133922,-110,
AAA,2014J,135400,-51,
AAA,2014J,135471,-149,
AAA,2014J,139033,-46,
AAA,2014J,141377,-127,
AAA,2014J,141506,-28,
AAA,2014J,146503,-30,
AAA,2014J,147756,-41,
AAA,2014J,148993,-154,
AAA,2014J,149741,-74,
AAA,2014J,149962,-92,
AAA,2014J,155984,-156,
AAA,2014J,164944,-148,
AAA,2014J,165226,-22,
AAA,2014J,167961,-44,
AAA,2014J,174024,-85,
AAA,2014J,174094,-89,
AAA,2014J,174745,-30,
AAA,2014J,175447,-115,
AAA,2014J,183057,-23,
AAA,2014J,185350,-22,
AAA,2014J,188278,-64,
AAA,2014J,199636,-30,
AAA,2014J,199897,3,
AAA,2014J,200804,-80,
AAA,2014J,205494,-45,
AAA,2014J,228021,-68,
AAA,2014J,228383,-21,
AAA,2014J,232307,-107,
AAA,2014J,235068,-156,
AAA,2014J,235507,-135,
AAA,2014J,236875,-20,
AAA,2014J,237274,-155,
AAA,2014J,243510,-16,
AAA,2014J,244246,-137,
AAA,2014J,248581,-61,
AAA,2014J,252073,-5,
AAA,2014J,254625,-50,
AAA,2014J,258587,-109,
AAA,2014J,260623,-28,
AAA,2014J,263251,-73,
AAA,2014J,263543,-56,
AAA,2014J,263952,-38,
AAA,2014J,266524,-134,
AAA,2014J,268733,-10,
AAA,2014J,273346,-155,
AAA,2014J,275792,-37,
AAA,2014J,277123,-20,
AAA,2014J,281077,-103,
AAA,2014J,281636,-73,
AAA,2014J,285315,-36,
AAA,2014J,287040,-155,
AAA,2014J,287204,-79,
AAA,2014J,287210,-156,
AAA,2014J,288994,-10,
AAA,2014J,289449,-122,
AAA,2014J,290164,-88,
AAA,2014J,292525,-52,
AAA,2014J,292775,-35,
AAA,2014J,293824,-50,
AAA,2014J,294496,-147,
AAA,2014J,294655,-49,
AAA,2014J,295060,-66,
AAA,2014J,295075,-114,
AAA,2014J,296424,-84,
AAA,2014J,298034,-49,
AAA,2014J,298838,-66,
AAA,2014J,301967,-35,
AAA,2014J,302476,-156,
AAA,2014J,303521,-108,
AAA,2014J,303985,-24,
AAA,2014J,304465,-135,
AAA,2014J,306646,-22,
AAA,2014J,309142,-38,
AAA,2014J,310412,-81,
AAA,2014J,311235,-123,
AAA,2014J,311659,2,
AAA,2014J,313937,-32,
AAA,2014J,315076,-22,
AAA,2014J,315744,-53,
AAA,2014J,323370,-53,
AAA,2014J,328024,-45,
AAA,2014J,329659,-128,
AAA,2014J,330594,-14,
AAA,2014J,331358,-150,
AAA,2014J,332884,-29,
AAA,2014J,334441,-154,
AAA,2014J,335247,-29,
AAA,2014J,335764,-108,
AAA,2014J,338407,-67,
AAA,2014J,342007,-130,
AAA,2014J,345440,-46,
AAA,2014J,345519,-88,
AAA,2014J,346118,-148,
AAA,2014J,348807,-22,
AAA,2014J,350156,-50,
AAA,2014J,350939,-124,
AAA,2014J,351336,-130,
AAA,2014J,353665,-51,
AAA,2014J,354170,-124,
AAA,2014J,356170,-149,
AAA,2014J,358182,-96,
AAA,2014J,364957,-37,
AAA,2014J,371710,-128,
AAA,2014J,373872,-25,
AAA,2014J,375260,-122,
AAA,2014J,375646,-38,
AAA,2014J,377546,-37,
AAA,2014J,382095,-88,
AAA,2014J,383600,-32,
AAA,2014J,383723,-113,
AAA,2014J,384203,-155,
AAA,2014J,384725,-137,
AAA,2014J,387533,-50,
AAA,2014J,388147,-84,
AAA,2014J,390890,-65,
AAA,2014J,391249,-25,
AAA,2014J,396599,-67,
AAA,2014J,396655,-37,
AAA,2014J,398171,-42,
AAA,2014J,398349,-108,
AAA,2014J,400147,-154,
AAA,2014J,400682,-115,
AAA,2014J,401404,-58,
AAA,2014J,402204,-43,
AAA,2014J,402727,-50,
AAA,2014J,402961,-140,
AAA,2014J,404356,-81,
AAA,2014J,406671,-78,
AAA,2014J,406682,-156,
AAA,2014J,409100,-124,
AAA,2014J,409703,-78,
AAA,2014J,410092,-81,
AAA,2014J,411971,-44,
AAA,2014J,415969,-108,
AAA,2014J,418731,-85,
AAA,2014J,421455,-121,
AAA,2014J,424577,-114,
AAA,2014J,429858,-53,
AAA,2014J,431025,-46,
AAA,2014J,439305,-127,
AAA,2014J,442064,-18,
AAA,2014J,442132,-122,
AAA,2014J,446108,-106,
AAA,2014J,447481,-21,
AAA,2014J,468120,-106,
AAA,2014J,470982,-31,
AAA,2014J,476603,-72,
AAA,2014J,481022,-30,
AAA,2014J,483800,-49,
AAA,2014J,484897,-109,
AAA,2014J,485962,-121,
AAA,2014J,488990,-137,
AAA,2014J,500113,-109,
AAA,2014J,503889,-70,
AAA,2014J,518808,-10,
AAA,2014J,527100,-24,
AAA,2014J,527801,-153,
AAA,2014J,533068,-30,
AAA,2014J,537081,-23,
AAA,2014J,544253,-24,
AAA,2014J,548120,-25,
AAA,2014J,569505,-60,
AAA,2014J,570317,-24,
AAA,2014J,574505,-153,
AAA,2014J,588477,-141,
AAA,2014J,593987,-24,
AAA,2014J,596288,-57,
AAA,2014J,603834,-5,
AAA,2014J,623840,-108,
AAA,2014J,626240,-25,
AAA,2014J,637665,-93,
AAA,2014J,639053,-149,
AAA,2014J,677186,-66,
AAA,2014J,677281,-17,
AAA,2014J,684180,-21,
AAA,2014J,687698,-4,
AAA,2014J,696073,-22,
AAA,2014J,852847,-87,
AAA,2014J,998493,-135,
AAA,2014J,1045203,-155,
AAA,2014J,1112555,-122,
AAA,2014J,1268696,-79,
AAA,2014J,1336190,-23,
AAA,2014J,1352868,-57,
AAA,2014J,1471214,-32,
AAA,2014J,1472925,5,
AAA,2014J,1484804,-88,
AAA,2014J,1511033,-67,
AAA,2014J,1576513,-84,
AAA,2014J,1609002,-109,
AAA,2014J,1629771,-115,
AAA,2014J,1715896,-42,
AAA,2014J,1721270,-136,
AAA,2014J,1757766,-150,
AAA,2014J,1773377,-37,
AAA,2014J,1799111,-94,
AAA,2014J,1818673,-44,
AAA,2014J,1926668,-155,
AAA,2014J,1947156,-109,
AAA,2014J,1967783,-129,
AAA,2014J,1970390,-119,
AAA,2014J,1975209,-74,
AAA,2014J,2010232,-7,
AAA,2014J,2045084,-52,
AAA,2014J,2057803,-53,
AAA,2014J,2073016,-86,
AAA,2014J,2085209,-59,
AAA,2014J,2086400,-79,
AAA,2014J,2139353,-79,
AAA,2014J,2148681,-102,
AAA,2014J,2165164,-86,
AAA,2014J,2207874,-108,
AAA,2014J,2240349,-108,
AAA,2014J,2244332,-51,
AAA,2014J,2277857,-119,
AAA,2014J,2297896,-59,
AAA,2014J,2318055,-53,
AAA,2014J,2330254,-153,
AAA,2014J,2355470,-115,
AAA,2014J,2358969,-46,
AAA,2014J,2363863,-155,
AAA,2014J,2369415,-64,
AAA,2014J,2375975,-53,
AAA,2014J,2397661,-29,
AAA,2014J,2398313,-42,
AAA,2014J,2404408,-17,
AAA,2014J,2425993,-16,
AAA,2014J,2429854,-37,
AAA,2014J,2432796,-59,
AAA,2014J,2434159,-31,
AAA,2014J,2436812,-51,
AAA,2014J,2467267,-59,
AAA,2014J,2470694,-115,
AAA,2014J,2473538,-146,
AAA,2014J,2494700,-56,
AAA,2014J,2500258,-102,
AAA,2014J,2509639,-87,
AAA,2014J,2514368,-23,
AAA,2014J,2514898,-128,
AAA,2014J,2521865,-50,
AAA,2014J,2522927,-140,
AAA,2014J,2551797,-46,
AAA,2014J,2569324,-10,
AAA,2014J,2574990,-42,
AAA,2014J,2576122,-17,
AAA,2014J,2578676,-156,
AAA,2014J,2581477,-109,
AAA,2014J,2584873,-28,
AAA,2014J,2595841,-87,
AAA,2014J,2596621,-101,
AAA,2014J,2601889,-49,
AAA,2014J,2602338,10,
AAA,2014J,2606802,-37,
AAA,2014J,2624961,-23,
AAA,2014J,2633226,-46,
AAA,2014J,2642616,-56,
AAA,2014J,2642935,-128,
AAA,2014J,2648611,-155,
AAA,2014J,2649800,-153,
AAA,2014J,2654628,-35,
AAA,2014J,2677624,-59,
AAA,2014J,2680312,-44,
AAA,2014J,2688166,-56,
AAA,2014J,2692514,-44,
AAA,2014J,2694788,-92,
BBB,2013J,23798,-27,
BBB,2013J,27759,-43,
BBB,2013J,30091,-145,
BBB,2013J,31849,-128,
BBB,2013J,37622,-46,
BBB,2013J,38234,-117,
BBB,2013J,48040,-92,
BBB,2013J,48503,-146,
BBB,2013J,52797,-54,
BBB,2013J,52899,-124,
BBB,2013J,55026,-88,
BBB,2013J,56340,-120,
BBB,2013J,56789,-30,
BBB,2013J,57079,-129,
BBB,2013J,63044,-43,
BBB,2013J,68556,-23,
BBB,2013J,73489,-11,
BBB,2013J,74585,-39,
BBB,2013J,80717,-33,
BBB,2013J,84812,-75,
BBB,2013J,86291,-32,
BBB,2013J,90243,-18,
BBB,2013J,96475,-48,
BBB,2013J,97567,-30,
BBB,2013J,98268,-25,
BBB,2013J,98720,-186,
BBB,2013J,105527,-92,
BBB,2013J,105851,-29,
BBB,2013J,105883,-29,
BBB,2013J,106588,-24,
BBB,2013J,108118,-32,
BBB,2013J,108760,-102,
BBB,2013J,109372,-141,
BBB,2013J,111942,-128,
BBB,2013J,119898,-195,
BBB,2013J,123716,-39,
BBB,2013J,124909,-117,
BBB,2013J,128386,-47,
BBB,2013J,128889,-12,
BBB,2013J,131051,-54,
BBB,2013J,134563,-46,
BBB,2013J,138289,-44,
BBB,2013J,138920,-30,
BBB,2013J,139549,-99,
BBB,2013J,141949,-60,
BBB,2013J,146165,-37,
BBB,2013J,146600,-141,
BBB,2013J,151800,-47,
BBB,2013J,151917,-80,
BBB,2013J,153704,-73,
BBB,2013J,154011,-29,
BBB,2013J,156311,-23,
BBB,2013J,157060,-29,
BBB,2013J,157795,-16,
BBB,2013J,161491,-64,
BBB,2013J,162646,-25,
BBB,2013J,169213,-195,
BBB,2013J,174222,-60,
BBB,2013J,174440,-39,
BBB,2013J,174487,-109,
BBB,2013J,178738,-37,
BBB,2013J,178963,-8,
BBB,2013J,179254,-61,
BBB,2013J,182661,-31,
BBB,2013J,188026,-196,
BBB,2013J,189095,-29,
BBB,2013J,191269,-29,
BBB,2013J,193215,-114,
BBB,2013J,195096,-37,
BBB,2013J,195938,-37,
BBB,2013J,197240,-39,
BBB,2013J,197412,-103,
BBB,2013J,197759,-141,
BBB,2013J,199029,-17,
BBB,2013J,199663,-18,
BBB,2013J,202879,-61,
BBB,2013J,203640,-107,
BBB,2013J,205788,-195,
BBB,2013J,227416,-53,
BBB,2013J,230081,-57,
BBB,2013J,233317,-23,
BBB,2013J,233752,-64,
BBB,2013J,233957,-142,
BBB,2013J,234929,-17,
BBB,2013J,240993,-196,
BBB,2013J,241338,-39,
BBB,2013J,242149,9,
BBB,2013J,243851,-120,
BBB,2013J,243909,-32,
BBB,2013J,243992,-38,
BBB,2013J,245987,-38,
BBB,2013J,247902,-143,
BBB,2013J,248653,-18,
BBB,2013J,248716,-45,
BBB,2013J,251815,-26,
BBB,2013J,252257,-19,
BBB,2013J,253577,-65,
BBB,2013J,256998,-130,
BBB,2013J,258035,-52,
BBB,2013J,260179,-67,
BBB,2013J,261332,-47,
BBB,2013J,261466,-127,
BBB,2013J,262639,-117,
BBB,2013J,264152,-58,
BBB,2013J,264744,-27,
BBB,2013J,265170,-46,
BBB,2013J,266331,-54,
BBB,2013J,266564,-67,
BBB,2013J,268589,-103,
BBB,2013J,269082,-44,
BBB,2013J,269204,-29,
BBB,2013J,270646,-72,
BBB,2013J,272172,-81,
BBB,2013J,274247,-38,
BBB,2013J,274971,-24,
BBB,2013J,277537,-26,
BBB,2013J,277812,-142,
BBB,2013J,278272,-54,
BBB,2013J,278794,-185,
BBB,2013J,280140,-60,
BBB,2013J,280151,-25,
BBB,2013J,284906,-192,
BBB,2013J,285050,-4,
BBB,2013J,286402,-85,
BBB,2013J,286690,-44,
BBB,2013J,287107,-103,
BBB,2013J,287309,-153,
BBB,2013J,287679,-45,
BBB,2013J,289965,-64,
BBB,2013J,290089,-115,
BBB,2013J,291544,-144,
BBB,2013J,292537,-17,
BBB,2013J,293712,-38,
BBB,2013J,293754,-61,
BBB,2013J,293760,5,
BBB,2013J,301583,-31,
BBB,2013J,301987,-60,
BBB,2013J,303617,-110,
BBB,2013J,305173,-38,
BBB,2013J,305935,-114,
BBB,2013J,306964,-12,
BBB,2013J,307193,-29,
BBB,2013J,308509,-130,
BBB,2013J,310933,-88,
BBB,2013J,315105,-87,
BBB,2013J,316076,-54,
BBB,2013J,318848,-28,
BBB,2013J,319618,-31,
BBB,2013J,320051,-32,
BBB,2013J,320757,-81,
BBB,2013J,323090,-29,
BBB,2013J,323606,-73,
BBB,2013J,325887,-45,
BBB,2013J,329030,-71,
BBB,2013J,329192,-44,
BBB,2013J,335136,-52,
BBB,2013J,335481,-32,
BBB,2013J,336478,-110,
BBB,2013J,336646,-67,
BBB,2013J,337151,-58,
BBB,2013J,338741,-144,
BBB,2013J,339494,-123,
BBB,2013J,339608,-134,
BBB,2013J,340911,-31,
BBB,2013J,340965,-67,
BBB,2013J,342685,-32,
BBB,2013J,344568,-172,
BBB,2013J,345128,-37,
BBB,2013J,349554,-38,
BBB,2013J,349675,-32,
BBB,2013J,352112,-116,
BBB,2013J,352688,-54,
BBB,2013J,354779,-47,
BBB,2013J,360876,-17,
BBB,2013J,362907,-37,0
BBB,2013J,364073,-37,
BBB,2013J,364666,-64,
BBB,2013J,364871,-45,
BBB,2013J,365169,-31,
BBB,2013J,365288,-75,0
BBB,2013J,365631,-25,
BBB,2013J,366524,-72,
BBB,2013J,367433,-32,
BBB,2013J,368077,-52,
BBB,2013J,369986,-45,
BBB,2013J,370859,-173,
BBB,2013J,371530,-47,
BBB,2013J,372172,-27,
BBB,2013J,372658,-66,
BBB,2013J,373174,-29,
BBB,2013J,373269,-183,
BBB,2013J,373807,-144,
BBB,2013J,373848,-62,
BBB,2013J,374038,-54,
BBB,2013J,375960,-171,
BBB,2013J,379210,-61,
BBB,2013J,379983,-49,
BBB,2013J,380205,-28,
BBB,2013J,380240,-75,
BBB,2013J,381541,-107,
BBB,2013J,381669,-89,
BBB,2013J,382575,-38,
BBB,2013J,382920,-15,
BBB,2013J,382979,-66,
BBB,2013J,383303,-17,
BBB,2013J,383571,-49,
BBB,2013J,385040,-108,
BBB,2013J,385820,-37,
BBB,2013J,386889,-125,
BBB,2013J,387700,-194,
BBB,2013J,388052,-45,
BBB,2013J,388432,-52,
BBB,2013J,388549,-29,
BBB,2013J,388975,-93,
BBB,2013J,389101,-28,
BBB,2013J,389471,-36,
BBB,2013J,390958,-36,
BBB,2013J,392060,-38,
BBB,2013J,392281,-37,
BBB,2013J,393327,-179,
BBB,2013J,395073,-158,
BBB,2013J,396114,-107,
BBB,2013J,397590,-150,
BBB,2013J,398067,-79,
BBB,2013J,398315,-145,
BBB,2013J,398525,-23,
BBB,2013J,398891,-132,
BBB,2013J,398956,-30,
BBB,2013J,402993,-149,
BBB,2013J,404269,-58,
BBB,2013J,404671,-38,
BBB,2013J,404708,-142,
BBB,2013J,405945,-145,
BBB,2013J,408106,-47,
BBB,2013J,408975,-19,
BBB,2013J,409160,-58,
BBB,2013J,409930,-158,
BBB,2013J,409945,-54,
BBB,2013J,410052,-87,
BBB,2013J,410281,-57,
BBB,2013J,410357,-103,
BBB,2013J,410537,-36,
BBB,2013J,410842,-53,
BBB,2013J,411126,-27,
BBB,2013J,411642,-67,
BBB,2013J,413248,-29,
BBB,2013J,414028,-47,
BBB,2013J,414350,-158,
BBB,2013J,414495,-75,
BBB,2013J,415216,-107,
BBB,2013J,415546,-22,
BBB,2013J,417657,-22,
BBB,2013J,417785,-162,
BBB,2013J,419375,-132,
BBB,2013J,420163,-46,
BBB,2013J,420724,-44,
BBB,2013J,421018,-184,
BBB,2013J,422223,-26,
BBB,2013J,422479,-149,
BBB,2013J,423399,-30,
BBB,2013J,424539,-22,
BBB,2013J,424637,-86,
BBB,2013J,425817,-53,
BBB,2013J,426458,-46,
BBB,2013J,427921,-142,
BBB,2013J,428323,-57,
BBB,2013J,428653,-80,
BBB,2013J,429610,-36,
BBB,2013J,430392,-178,
BBB,2013J,430708,-101,
BBB,2013J,431071,-36,
BBB,2013J,432144,-26,
BBB,2013J,432237,-81,
BBB,2013J,433280,-49,
BBB,2013J,433864,-157,
BBB,2013J,434397,-74,
BBB,2013J,434585,27,
BBB,2013J,438068,-88,
BBB,2013J,438551,-29,
BBB,2013J,439182,-29,
BBB,2013J,439294,-29,
BBB,2013J,440225,-52,
BBB,2013J,440563,-57,
BBB,2013J,440593,-121,
BBB,2013J,440765,-53,
BBB,2013J,442910,-11,
BBB,2013J,443108,-29,
BBB,2013J,444225,-32,
BBB,2013J,444821,-79,
BBB,2013J,445760,-144,
BBB,2013J,446345,-24,
BBB,2013J,446873,-96,
BBB,2013J,447086,-109,
BBB,2013J,447516,-75,
