id_assessment,id_student,date_submitted,is_banked,score
1752,302302,18,0,58
1752,305152,19,0,64
1752,305386,19,0,75
1752,306107,18,0,73
1752,306466,7,0,81
1752,306897,16,0,72
1752,307061,19,0,82
1752,307866,19,0,47
1752,311917,18,0,55
1752,312537,19,0,88
1752,312782,18,0,89
1752,318933,16,0,70
1752,319047,26,0,77
1752,321942,17,0,82
1752,324002,19,0,85
1752,324084,16,0,58
1752,324282,18,0,38
1752,332789,18,0,69
1752,333059,19,0,72
1752,333323,19,0,77
1752,334259,19,0,57
1752,336207,17,0,71
1752,339972,16,0,68
1752,341872,58,0,64
1752,342514,12,0,68
1752,342972,14,0,62
1752,343446,19,0,74
1752,344282,18,0,61
1752,345068,19,0,70
1752,345357,16,0,75
1752,346025,19,0,85
1752,350188,19,0,75
1752,357668,19,0,49
1752,364177,15,0,64
1752,365244,19,0,64
1752,365642,15,0,68
1752,366483,18,0,88
1752,368194,19,0,54
1752,368824,18,0,61
1752,368963,20,0,58
1752,376439,19,0,86
1752,376581,18,0,86
1752,380953,17,0,73
1752,383254,18,0,74
1752,386924,26,0,59
1752,386952,19,0,67
1752,388722,21,0,65
1752,388885,19,0,51
1752,392756,19,0,53
1752,392931,29,0,65
1752,393207,18,0,68
1752,396872,19,0,63
1752,398552,17,0,54
1752,401869,19,0,55
1752,402470,16,0,80
1752,404804,18,0,52
1752,405088,19,0,85
1752,414117,18,0,81
1752,420087,20,0,80
1752,429958,19,0,59
1752,441018,18,0,54
1752,441888,20,0,74
1752,444677,19,0,91
1752,489455,15,0,74
1752,495284,18,0,73
1752,498857,19,0,77
1752,508818,19,0,73
1752,512460,19,0,59
1752,544103,18,0,82
1752,550383,19,0,77
1752,564450,18,0,64
1752,572652,19,0,71
1752,580389,19,0,75
1752,588775,18,0,85
1752,591774,19,0,88
1752,606143,19,0,78
1752,704156,18,0,67
1752,705379,19,0,81
1752,749412,16,0,83
1752,760729,18,0,80
1752,905042,17,0,64
1752,949618,18,0,63
1752,958987,18,0,78
1752,968578,27,0,62
1752,971027,19,0,76
1752,978739,18,0,59
1752,1035023,19,0,73
1752,1105478,19,0,90
1752,1401935,26,0,45
1752,1402638,21,0,77
1752,1414443,50,0,58
1752,1465690,19,0,85
1752,1472925,30,0,61
1752,1488959,20,0,67
1752,1518989,19,0,78
1752,1618738,19,0,84
1752,1620151,19,0,85
1752,1626710,17,0,82
1752,1640609,16,0,83
1752,1729319,19,0,80
1752,1746134,18,0,83
1752,1765788,19,0,57
1752,1801229,19,0,79
1752,1801641,18,0,72
1752,1847830,18,0,83
1752,1860318,19,0,57
1752,1889511,22,0,72
1752,1889577,19,0,72
1752,1894188,14,0,76
1752,1938355,10,0,82
1752,1942396,19,0,50
1752,1976139,17,0,75
1752,2011876,19,0,79
1752,2012966,19,0,75
1752,2051699,19,0,62
1752,2062879,18,0,56
1752,2080474,19,0,88
1752,2083877,19,0,72
1752,2084066,21,0,65
1752,2104505,18,0,80
1752,2122180,23,0,86
1752,2143752,19,0,50
1752,2146792,19,0,68
1752,2153153,18,0,61
1752,2155014,22,0,76
1752,2164705,18,0,70
1752,2171627,15,0,71
1752,2182846,18,0,65
1752,2194100,17,0,64
1752,2197016,9,0,75
1752,2208424,16,0,73
1752,2229865,18,0,73
1752,2268379,19,0,80
1752,2278464,18,0,60
1752,2293923,19,0,72
1752,2329342,19,0,56
1752,2339528,25,0,76
1752,2342426,24,0,70
1752,2344901,19,0,67
1752,2358056,19,0,56
1752,2364471,25,0,90
1752,2367155,19,0,63
1752,2369266,19,0,50
1752,2376496,19,0,64
1752,2411661,18,0,55
1752,2412002,20,0,86
1752,2412967,19,0,80
1752,2437837,17,0,67
1752,2449878,22,0,66
1752,2456480,23,0,40
1752,2457256,19,0,60
1752,2458355,19,0,88
1752,2460080,18,0,85
1752,2461190,19,0,62
1752,2479954,19,0,77
1752,2481901,17,0,82
1752,2482700,17,0,63
1752,2486127,18,0,70
1752,2498700,22,0,74
1752,2516503,18,0,82
1752,2518069,17,0,74
1752,2521459,19,0,63
1752,2523736,26,0,58
1752,2529279,15,0,71
1752,2532302,18,0,69
1752,2536991,19,0,72
1752,2550279,19,0,62
1752,2551220,19,0,77
1752,2555340,18,0,94
1752,2557283,18,0,75
1752,2559575,18,0,54
1752,2562034,19,0,70
1752,2566163,18,0,87
1752,2566592,17,0,86
1752,2574528,19,0,63
1752,2574583,19,0,66
1752,2578995,15,0,75
1752,2586560,18,0,75
1752,2594139,20,0,87
1752,2598871,17,0,66
1752,2599352,23,0,80
1752,2600688,19,0,64
1752,2606098,15,0,70
1752,2613116,18,0,68
1752,2617002,26,0,67
1752,2639449,19,0,67
1752,2639540,26,0,76
1752,2639641,18,0,66
1752,2641155,19,0,78
1752,2643002,19,0,49
1752,2645733,19,0,87
1752,2649826,14,0,75
1752,2650282,19,0,83
1752,2664024,22,0,48
1752,2666246,19,0,76
1752,2669816,17,0,67
1752,2671132,18,0,59
1752,2676809,17,0,46
1752,2678643,19,0,83
1752,2685865,19,0,74
1752,2688067,19,0,70
1752,2689958,19,0,86
1752,2691206,19,0,86
1752,2694424,17,0,89
1752,2698257,22,0,58
1753,704156,56,0,68
1753,705379,53,0,83
1753,749412,51,0,61
1753,760729,52,0,80
1753,905042,53,0,73
1753,949618,53,0,63
1753,958987,54,0,78
1753,968578,54,0,77
1753,971027,53,0,68
1753,978739,54,0,58
1753,1035023,54,0,65
1753,1105478,54,0,85
1753,1401935,61,0,25
1753,1402638,70,0,68
1753,1414443,106,0,60
1753,1465690,54,0,76
1753,1472925,53,0,54
1753,1488959,57,0,64
1753,1518989,54,0,77
1753,1618738,54,0,83
1753,1626710,53,0,85
1753,1640609,53,0,86
1753,1729319,54,0,78
1753,1746134,53,0,87
1753,1765788,59,0,63
1753,1801229,61,0,76
1753,1801641,53,0,74
1753,1847830,53,0,60
1753,1860318,54,0,72
1753,1889511,54,0,69
1753,1889577,58,0,69
1753,1894188,51,0,67
1753,1938355,48,0,50
1753,1942396,62,0,50
1753,1976139,53,0,76
1753,2011876,54,0,71
1753,2012966,53,0,76
1753,2051699,55,0,71
1753,2062879,54,0,55
1753,2080474,54,0,64
1753,2083877,61,0,64
1753,2084066,62,0,60
1753,2104505,54,0,69
1753,2122180,61,0,80
1753,2143752,53,0,56
1753,2146792,54,0,60
1753,2153153,53,0,67
1753,2155014,62,0,64
1753,2171627,50,0,67
1753,2182846,51,0,63
1753,2194100,52,0,61
1753,2197016,51,0,75
1753,2208424,53,0,57
1753,2229865,53,0,76
1753,2268379,61,0,79
1753,2278464,68,0,50
1753,2293923,54,0,59
1753,2329342,69,0,54
1753,2339528,54,0,74
1753,2342426,54,0,67
1753,2344901,54,0,45
1753,2358056,54,0,60
1753,2364471,62,0,85
1753,2367155,58,0,85
1753,2369266,53,0,50
1753,2376496,54,0,72
1753,2411661,53,0,57
1753,2412002,67,0,72
1753,2412967,54,0,77
1753,2437837,53,0,77
1753,2449878,58,0,60
1753,2456480,54,0,34
1753,2457256,59,0,60
1753,2458355,54,0,86
1753,2460080,62,0,86
1753,2461190,56,0,50
1753,2469673,53,0,51
1753,2479954,58,0,83
1753,2481901,53,0,72
1753,2482700,57,0,50
1753,2486127,52,0,67
1753,2498700,54,0,76
1753,2516503,54,0,75
1753,2518069,52,0,75
1753,2521459,62,0,50
1753,2523736,63,0,64
1753,2529279,49,0,80
1753,2532302,47,0,72
1753,2536991,54,0,72
1753,2550279,54,0,59
1753,2551220,62,0,54
1753,2555340,52,0,75
1753,2557283,53,0,72
1753,2559575,53,0,64
1753,2562034,62,0,62
1753,2566163,53,0,55
1753,2566592,54,0,57
1753,2574528,54,0,72
1753,2574583,57,0,71
1753,2578995,54,0,84
1753,2586560,53,0,65
1753,2594139,64,0,73
1753,2598871,52,0,66
1753,2599352,54,0,75
1753,2600688,57,0,72
1753,2606098,53,0,70
1753,2613116,52,0,70
1753,2617002,60,0,53
1753,2639449,55,0,68
1753,2639540,54,0,78
1753,2639641,54,0,59
1753,2641155,53,0,81
1753,2643002,60,0,64
1753,2645733,54,0,81
1753,2649826,48,0,82
1753,2650282,55,0,84
1753,2664024,61,0,58
1753,2666246,53,0,76
1753,2669816,53,0,68
1753,2671132,54,0,69
1753,2676809,95,0,36
1753,2678643,55,0,80
1753,2685865,54,0,77
1753,2688067,54,0,62
1753,2689958,54,0,78
1753,2691206,54,0,85
1753,2691244,61,0,57
1753,2694424,53,0,74
1753,2698257,54,0,64
1753,11391,53,0,85
1753,28400,52,0,68
1753,31604,51,0,71
1753,32885,75,0,30
1753,38053,64,0,69
1753,45462,54,0,65
1753,45642,57,0,72
1753,52130,54,0,68
1753,53025,52,0,80
1753,57506,53,0,76
1753,58873,54,0,74
1753,59185,53,0,71
1753,62155,50,0,85
1753,63400,54,0,42
1753,70464,52,0,60
1753,71361,53,0,86
1753,74372,54,0,18
1753,75091,52,0,66
1753,77367,54,0,76
1753,91265,64,0,74
1753,98094,49,0,59
1753,100893,50,0,68
1753,101781,52,0,64
1753,102806,54,0,86
1753,102952,52,0,70
1753,104476,62,0,78
1753,106577,54,0,51
1753,110175,55,0,61
1753,113295,61,0,77
1753,114017,53,0,76
1753,114999,52,0,79
1753,116541,75,0,66
1753,116692,47,0,77
1753,118983,54,0,63
1753,123044,54,0,72
1753,127582,61,0,66
1753,132976,53,0,65
1753,134143,53,0,83
1753,137873,54,0,81
1753,141355,54,0,74
1753,142326,65,0,76
1753,144801,56,0,64
1753,145130,54,0,37
1753,146188,61,0,53
1753,147756,53,0,72
1753,151358,52,0,48
1753,155550,54,0,66
1753,155854,53,0,79
1753,157568,66,0,81
1753,164259,53,0,58
1753,167906,54,0,58
1753,168936,54,0,79
1753,172112,68,0,67
1753,172797,53,0,54
1753,174782,52,0,79
1753,175392,53,0,74
1753,175932,57,0,73
1753,175991,116,0,28
1753,180753,53,0,59
1753,183096,57,0,53
1753,183947,54,0,33
1753,184271,53,0,62
1753,186149,68,0,81
1753,187100,52,0,90
1753,189879,60,0,85
1753,192183,58,0,66
1753,200860,53,0,58
1753,205350,54,0,59
1753,205719,58,0,63
1753,227499,53,0,83
1753,227517,54,0,67
1753,228082,54,0,68
1753,228222,61,0,45
1753,229179,54,0,68
1753,229361,53,0,76
1753,231554,54,0,62
1753,236284,54,0,84
1753,238007,54,0,73
1753,240712,54,0,81
1753,240884,53,0,54
1753,241649,42,0,66
1753,241729,64,0,55
1753,242793,53,0,75
1753,246834,54,0,56
1753,248270,61,0,79
1753,255548,61,0,75
1753,256815,54,0,75
1753,258392,60,0,57
1753,258894,67,0,65
1753,262011,54,0,79
1753,262934,53,0,80
1753,268073,50,0,78
1753,271251,54,0,62
1753,279572,54,0,82
1753,281022,58,0,72
1753,281250,52,0,57
1753,282821,63,0,53
1753,286488,54,0,73
1753,287548,53,0,70
1753,290201,61,0,69
1753,290757,53,0,74
1753,291334,60,0,84
1753,293699,54,0,55
1753,294570,50,0,82
1753,294594,53,0,53
1753,295741,53,0,52
1753,296332,52,0,95
1753,298696,68,0,70
1753,300398,48,0,80
1753,302302,59,0,59
1753,305386,54,0,76
1753,306107,54,0,46
1753,306466,53,0,78
1753,306897,50,0,73
1753,307061,54,0,76
1753,307866,54,0,52
1753,311917,51,0,46
1753,312537,54,0,90
1753,312782,53,0,54
1753,318933,53,0,63
1753,319047,54,0,75
1753,321942,53,0,80
1753,324002,53,0,69
1753,324084,59,0,35
1753,324282,53,0,58
1753,332789,54,0,77
1753,333059,54,0,70
1753,333323,54,0,78
1753,336207,51,0,67
1753,339972,52,0,44
1753,341872,92,0,64
1753,342514,51,0,74
1753,342972,58,0,57
1753,343446,59,0,77
1753,344282,53,0,53
1753,345068,61,0,75
1753,345357,53,0,70
1753,346025,52,0,75
1753,350188,54,0,75
1753,357668,54,0,63
1753,364177,53,0,65
1753,365244,54,0,53
1753,365642,53,0,63
1753,366483,52,0,70
1753,368194,69,0,49
1753,368824,53,0,68
1753,368963,53,0,59
1753,376439,54,0,77
1753,376581,61,0,60
1753,380953,53,0,58
1753,383254,51,0,69
1753,386924,53,0,65
1753,386952,57,0,63
1753,388722,53,0,54
1753,388885,54,0,75
1753,392756,54,0,25
1753,392931,54,0,63
1753,393207,53,0,74
1753,396872,54,0,62
1753,398552,54,0,49
1753,401869,54,0,62
1753,402470,53,0,74
1753,404804,50,0,45
1753,405088,54,0,72
1753,414117,54,0,72
1753,420087,55,0,76
1753,429958,54,0,56
1753,441018,53,0,60
1753,441888,53,0,64
1753,444677,54,0,89
1753,489455,51,0,68
1753,495284,53,0,59
1753,498857,54,0,68
1753,508818,54,0,78
1753,512460,51,0,78
1753,544103,53,0,80
1753,550383,54,0,41
1753,564450,53,0,53
1753,572652,54,0,73
1753,580389,54,0,75
1753,581129,54,0,15
1753,588775,52,0,81
1753,591774,54,0,75
1753,606143,54,0,54
1754,564450,114,0,64
1754,572652,146,0,78
1754,580389,117,0,72
1754,581129,117,0,65
1754,588775,116,0,81
1754,591774,117,0,80
1754,704156,117,0,69
1754,705379,115,0,82
1754,749412,112,0,73
1754,760729,115,0,81
1754,905042,116,0,85
1754,949618,116,0,63
1754,958987,116,0,75
1754,968578,120,0,73
1754,971027,116,0,73
1754,978739,117,0,50
1754,1035023,116,0,72
1754,1105478,120,0,80
1754,1402638,120,0,76
1754,1465690,116,0,85
1754,1472925,124,0,64
1754,1488959,117,0,63
1754,1518989,117,0,70
1754,1618738,115,0,81
1754,1620151,121,0,70
1754,1626710,115,0,86
1754,1640609,116,0,85
1754,1729319,117,0,78
1754,1746134,106,0,81
1754,1765788,117,0,67
1754,1801229,117,0,73
1754,1801641,116,0,80
1754,1847830,116,0,75
1754,1860318,117,0,62
1754,1889511,124,0,77
1754,1889577,117,0,84
1754,1894188,111,0,70
1754,1938355,110,0,85
1754,1942396,117,0,40
1754,1976139,116,0,78
1754,2011876,117,0,78
1754,2012966,116,0,78
1754,2051699,117,0,64
1754,2062879,116,0,65
1754,2080474,116,0,72
1754,2083877,123,0,68
1754,2084066,130,0,62
1754,2104505,117,0,49
1754,2122180,117,0,82
1754,2143752,116,0,52
1754,2146792,117,0,78
1754,2153153,116,0,71
1754,2155014,114,0,73
1754,2171627,113,0,72
1754,2182846,114,0,64
1754,2194100,116,0,66
1754,2197016,114,0,76
1754,2208424,116,0,81
1754,2229865,116,0,75
1754,2268379,117,0,83
1754,2278464,116,0,58
1754,2293923,123,0,52
1754,2329342,124,0,60
1754,2339528,117,0,84
1754,2342426,117,0,71
1754,2344901,130,0,35
1754,2358056,117,0,79
1754,2364471,118,0,85
1754,2367155,117,0,80
1754,2369266,116,0,40
1754,2376496,116,0,70
1754,2411661,122,0,40
1754,2412002,135,0,81
1754,2412967,117,0,80
1754,2437837,116,0,69
1754,2449878,122,0,57
1754,2456480,123,0,0
1754,2457256,118,0,85
1754,2458355,117,0,95
1754,2460080,117,0,77
1754,2469673,116,0,52
1754,2479954,117,0,82
1754,2481901,116,0,83
1754,2482700,117,0,52
1754,2486127,106,0,76
1754,2498700,117,0,77
1754,2516503,117,0,82
1754,2518069,118,0,80
1754,2521459,117,0,54
1754,2523736,127,0,62
1754,2529279,116,0,75
1754,2532302,78,0,64
1754,2536991,120,0,80
1754,2550279,124,0,62
1754,2551220,117,0,67
1754,2555340,116,0,70
1754,2557283,116,0,88
1754,2559575,115,0,85
1754,2562034,117,0,60
1754,2566163,117,0,65
1754,2566592,115,0,60
1754,2574528,112,0,78
1754,2574583,124,0,75
1754,2578995,117,0,81
1754,2586560,115,0,84
1754,2594139,134,0,79
1754,2598871,116,0,78
1754,2599352,121,0,77
1754,2600688,115,0,72
1754,2606098,121,0,71
1754,2613116,116,0,85
1754,2617002,117,0,67
1754,2639449,123,0,49
1754,2639540,117,0,80
1754,2639641,108,0,58
1754,2641155,116,0,79
1754,2643002,126,0,59
1754,2645733,115,0,83
1754,2649826,107,0,85
1754,2650282,117,0,85
1754,2664024,117,0,64
1754,2666246,116,0,74
1754,2669816,115,0,66
1754,2671132,116,0,78
1754,2676809,117,0,48
1754,2678643,118,0,66
1754,2685865,117,0,83
1754,2688067,117,0,63
1754,2689958,117,0,80
1754,2691206,117,0,78
1754,2691244,114,0,60
1754,2694424,116,0,80
1754,2698257,124,0,76
1754,11391,115,0,80
1754,28400,121,0,70
1754,31604,115,0,74
1754,32885,124,0,63
1754,38053,117,0,74
1754,45462,117,0,62
1754,45642,116,0,72
1754,52130,117,0,75
1754,53025,114,0,78
1754,57506,116,0,78
1754,58873,119,0,68
1754,59185,117,0,78
1754,62155,114,0,75
1754,63400,117,0,78
1754,70464,115,0,60
1754,71361,117,0,82
1754,74372,120,0,67
1754,75091,116,0,67
1754,77367,115,0,72
1754,91265,122,0,75
1754,98094,106,0,59
1754,100893,116,0,71
1754,101781,116,0,75
1754,102806,117,0,86
1754,102952,117,0,83
1754,104476,117,0,80
1754,106577,117,0,56
1754,110175,116,0,68
1754,111717,117,0,80
1754,113295,113,0,77
1754,114017,116,0,74
1754,114999,123,0,77
1754,116541,131,0,60
1754,116692,114,0,72
1754,118983,117,0,65
1754,123044,117,0,72
1754,127582,117,0,71
1754,132976,116,0,75
1754,134143,116,0,85
1754,137873,117,0,83
1754,141355,117,0,70
1754,142326,117,0,74
1754,144801,117,0,65
1754,145130,127,0,49
1754,146188,117,0,62
1754,147756,123,0,75
1754,151358,108,0,45
1754,155550,117,0,68
1754,155854,116,0,79
1754,157568,138,0,74
1754,164259,116,0,78
1754,167906,124,0,82
1754,168936,117,0,62
1754,172112,124,0,74
1754,172797,119,0,67
1754,174782,115,0,77
1754,175392,116,0,82
1754,175932,119,0,78
1754,175991,116,0,42
1754,180753,113,0,44
1754,183096,117,0,51
1754,183947,118,0,48
1754,184271,117,0,65
1754,186149,127,0,78
1754,187100,115,0,88
1754,189879,114,0,83
1754,192183,116,0,68
1754,200860,114,0,59
1754,205350,117,0,87
1754,205719,124,0,40
1754,227499,116,0,84
1754,227517,116,0,66
1754,228082,117,0,77
1754,228222,131,0,67
1754,229179,115,0,70
1754,229361,116,0,75
1754,231554,118,0,63
1754,236284,117,0,83
1754,238007,117,0,68
1754,240712,117,0,80
1754,240884,115,0,56
1754,241649,115,0,80
1754,241729,114,0,62
1754,242793,116,0,77
1754,246834,117,0,58
1754,248270,116,0,74
1754,255548,119,0,84
1754,256815,123,0,79
1754,258392,117,0,64
1754,258894,117,0,75
1754,262011,117,0,70
1754,262934,116,0,75
1754,268073,113,0,83
1754,271251,117,0,72
1754,279572,110,0,73
1754,281022,117,0,74
1754,281250,116,0,65
1754,282821,127,0,72
1754,286488,118,0,77
1754,287548,116,0,60
1754,290201,117,0,75
1754,290757,116,0,76
1754,291334,116,0,85
1754,293699,125,0,53
1754,294570,114,0,78
1754,294594,116,0,54
1754,295741,115,0,52
1754,296332,114,0,94
1754,298696,117,0,85
1754,300398,100,0,79
1754,302302,117,0,59
1754,305386,117,0,83
1754,306107,116,0,62
1754,306466,116,0,88
1754,306897,116,0,74
1754,307061,117,0,83
1754,307866,117,0,73
1754,311917,114,0,61
1754,312537,114,0,88
1754,312782,116,0,60
1754,318933,102,0,62
1754,319047,117,0,81
1754,321942,116,0,80
1754,324002,117,0,80
1754,324084,114,0,66
1754,324282,117,0,64
1754,332789,117,0,72
1754,333059,117,0,73
1754,333323,117,0,71
1754,334259,118,0,49
1754,336207,115,0,65
1754,339972,115,0,52
1754,341872,114,0,63
1754,342514,107,0,79
1754,342972,112,0,53
1754,343446,117,0,78
1754,344282,116,0,47
1754,345068,117,0,80
1754,345357,111,0,81
1754,346025,117,0,82
1754,350188,117,0,76
1754,357668,117,0,59
1754,364177,117,0,75
1754,365244,117,0,59
1754,365642,115,0,77
1754,366483,114,0,82
1754,368194,117,0,58
1754,368824,116,0,68
1754,368963,94,0,73
1754,376439,133,0,89
1754,376581,116,0,62
1754,380953,115,0,68
1754,383254,116,0,85
1754,386924,117,0,80
1754,386952,116,0,71
1754,388722,128,0,70
1754,388885,116,0,54
1754,392756,117,0,55
1754,392931,127,0,75
1754,393207,116,0,75
1754,396872,125,0,68
1754,398552,117,0,47
1754,401869,125,0,65
1754,402470,114,0,80
1754,404804,107,0,52
1754,405088,124,0,71
1754,414117,124,0,70
1754,420087,124,0,72
1754,429958,117,0,59
1754,441018,116,0,54
1754,441888,117,0,70
1754,444677,117,0,85
1754,489455,113,0,69
1754,495284,116,0,68
1754,498857,117,0,72
1754,508818,117,0,81
1754,512460,113,0,83
1754,544103,117,0,80
1754,550383,117,0,76
1758,569505,19,0,85
1758,570317,19,0,79
1758,574505,19,0,43
1758,588477,19,0,88
1758,593987,17,0,74
1758,596288,18,0,85
1758,603834,19,0,64
1758,623840,19,0,80
1758,626240,26,0,63
1758,637665,19,0,68
1758,639053,16,0,60
1758,677186,17,0,43
1758,684180,19,0,50
1758,687698,19,0,41
1758,696073,17,0,63
1758,852847,15,0,42
1758,998493,13,0,75
1758,1045203,19,0,79
1758,1112555,19,0,64
1758,1268696,18,0,55
1758,1352868,19,0,82
1758,1471214,19,0,70
1758,1472925,18,0,58
1758,1484804,29,0,64
1758,1511033,16,0,73
1758,1576513,19,0,87
1758,1609002,23,0,74
1758,1629771,17,0,82
1758,1715896,19,0,72
1758,1721270,22,0,73
1758,1757766,18,0,70
1758,1773377,17,0,76
1758,1799111,18,0,76
1758,1818673,19,0,86
1758,1926668,18,0,66
1758,1947156,17,0,68
1758,1967783,16,0,70
1758,1970390,-1,1,78
1758,1975209,18,0,58
1758,2010232,19,0,90
1758,2045084,39,0,72
1758,2057803,16,0,78
1758,2073016,-1,1,60
1758,2085209,26,0,83
1758,2086400,18,0,66
1758,2139353,-1,1,65
1758,2148681,20,0,73
1758,2165164,18,0,70
1758,2207874,19,0,66
1758,2240349,17,0,75
1758,2244332,19,0,83
1758,2277857,14,0,73
1758,2297896,18,0,60
1758,2318055,19,0,75
1758,2330254,5,0,60
1758,2355470,15,0,60
1758,2358969,-1,1,68
1758,2363863,33,0,85
1758,2369415,18,0,75
1758,2375975,18,0,73
1758,2397661,19,0,45
1758,2398313,18,0,72
1758,2404408,18,0,68
1758,2425993,23,0,68
1758,2432796,19,0,63
1758,2434159,23,0,65
1758,2467267,19,0,75
1758,2473538,19,0,59
1758,2494700,18,0,83
1758,2500258,29,0,62
1758,2509639,18,0,63
1758,2514368,24,0,87
1758,2514898,28,0,71
1758,2521865,24,0,69
1758,2522927,16,0,82
1758,2551797,15,0,64
1758,2569324,29,0,66
1758,2574990,19,0,58
1758,2576122,-1,1,64
1758,2578676,24,0,61
1758,2581477,24,0,56
1758,2584873,19,0,73
1758,2595841,19,0,67
1758,2596621,18,0,69
1758,2601889,19,0,88
1758,2602338,30,0,72
1758,2624961,19,0,67
1758,2633226,38,0,64
1758,2642616,19,0,61
1758,2642935,18,0,80
1758,2648611,18,0,74
1758,2649800,27,0,65
1758,2654628,19,0,69
1758,2677624,18,0,70
1758,2680312,20,0,76
1758,2688166,18,0,68
1758,2692514,18,0,75
1758,2694788,17,0,51
1758,6516,17,0,60
1758,24734,23,0,41
1758,26192,18,0,87
1758,28061,18,0,78
1758,31600,24,0,47
1758,46844,19,0,56
1758,52765,19,0,67
1758,55104,16,0,75
1758,58071,19,0,87
1758,58316,18,0,78
1758,62487,19,0,78
1758,63165,18,0,50
1758,65002,-1,1,66
1758,70011,19,0,74
1758,75255,19,0,76
1758,85092,22,0,58
1758,85144,18,0,68
1758,85302,18,0,76
1758,94961,-1,1,74
1758,101116,19,0,83
1758,107489,18,0,89
1758,108872,19,0,62
1758,109155,19,0,69
1758,117818,22,0,65
1758,121349,19,0,73
1758,124064,19,0,86
1758,125018,18,0,67
1758,130034,18,0,78
1758,130547,19,0,63
1758,130636,16,0,57
1758,131390,18,0,81
1758,133816,18,0,64
1758,133922,24,0,78
1758,135400,18,0,57
1758,135471,15,0,86
1758,139033,19,0,55
1758,141377,19,0,65
1758,141506,19,0,75
1758,146503,18,0,67
1758,147756,26,0,69
1758,148993,21,0,86
1758,149741,15,0,70
1758,149962,19,0,67
1758,155984,20,0,67
1758,164944,17,0,59
1758,165226,19,0,77
1758,167961,19,0,87
1758,174024,18,0,55
1758,174094,19,0,72
1758,174745,18,0,56
1758,175447,18,0,65
1758,183057,30,0,62
1758,185350,18,0,75
1758,188278,19,0,79
1758,199636,19,0,88
1758,199897,25,0,77
1758,200804,19,0,64
1758,205494,15,0,82
1758,228021,19,0,88
1758,228383,18,0,76
1758,232307,18,0,78
1758,235068,17,0,58
1758,235507,25,0,62
1758,236875,29,0,42
1758,237274,18,0,70
1758,243510,19,0,46
1758,244246,17,0,65
1758,248581,19,0,90
1758,252073,19,0,55
1758,254625,19,0,86
1758,258587,18,0,74
1758,260623,19,0,69
1758,263251,18,0,68
1758,263543,17,0,81
1758,263952,18,0,82
1758,266524,19,0,46
1758,273346,18,0,81
1758,275792,19,0,69
1758,277123,19,0,58
1758,281077,18,0,74
1758,281636,18,0,87
1758,285315,19,0,86
1758,287040,18,0,70
1758,287204,19,0,72
1758,287210,14,0,73
1758,289449,18,0,78
1758,290164,24,0,67
